kSimilarSearch,poseBlending,EWMA
0.0005359000000000336,0.00041889999999966676,0.00011600000000022703
0.00039789999999984005,0.0005521000000001663,4.7499999999978115e-05
0.00038559999999998595,0.00041320000000055757,8.43999999995404e-05
0.0003864999999998453,0.0004137999999995756,0.0001861999999999142
0.00037900000000012923,0.00041180000000018424,4.850000000011789e-05
0.00036570000000013536,0.00040779999999962513,6.810000000001537e-05
0.0004737999999999687,0.0004099000000001851,0.00013389999999979807
0.00038159999999987093,0.0004081000000004664,0.00011480000000041457
0.0003701999999998762,0.00041519999999994894,0.00015069999999983708
0.00036180000000030077,0.0004852999999993557,0.00011320000000036856
0.00036879999999994695,0.0004642000000005808,0.0001134999999994335
0.0003612999999997868,0.0004097999999999047,0.00010050000000028092
0.0003663000000000416,0.0004077000000002329,6.519999999987647e-05
0.00036620000000020525,0.000409099999999718,4.939999999997724e-05
0.0003620999999998098,0.0004102999999995305,4.559999999997899e-05
0.00036750000000029814,0.00047010000000025087,4.5899999999932106e-05
0.00036249999999959925,0.0004775000000005747,4.980000000021079e-05
0.0003695000000001336,0.0004055999999996729,4.450000000044696e-05
0.0003613000000002309,0.0004056999999999533,6.319999999959691e-05
0.00035799999999985843,0.000408000000000186,4.830000000044521e-05
0.00035199999999990794,0.0004073999999993916,9.809999999976782e-05
0.0003532000000001645,0.0004056999999999533,4.7399999999697684e-05
0.0003555999999997894,0.00040610000000018687,4.410000000021341e-05
0.0003505999999999787,0.00040469999999981354,4.489999999979233e-05
0.00036040000000037153,0.00040690000000065396,7.49999999998252e-05
0.0003712999999998523,0.00040519999999943934,6.390000000067175e-05
0.0003672999999997373,0.00040560000000056107,0.00015839999999922583
0.00037830000000038666,0.0004517999999995581,8.040000000075764e-05
0.0003639999999998089,0.00043490000000012685,0.0004318999999997075
0.0003614000000000672,0.00040729999999999933,7.360000000034006e-05
0.0003657999999999717,0.0004078000000005133,4.539999999941813e-05
0.00035490000000004684,0.00040829999999925093,4.570000000025942e-05
0.0003557999999999062,0.00040759999999995244,7.890000000010389e-05
0.0004702000000000872,0.0004070000000000462,0.00021399999999971442
0.0006477000000000288,0.00040580000000023375,7.420000000024629e-05
0.0007365999999997541,0.0004078000000005133,9.10000000002853e-05
0.0004316000000001985,0.00041539999999962163,0.00011449999999957328
0.00037539999999980367,0.00040900000000032577,0.00013169999999984583
0.00046170000000023137,0.000517099999999715,7.860000000015077e-05
0.00039530000000009835,0.00042389999999947747,8.090000000038344e-05
0.00039269999999991256,0.00042370000000069297,0.00010899999999924859
0.00038109999999980104,0.0004083000000001391,4.7200000000025e-05
0.00038319999999991694,0.0004168999999993872,4.939999999997724e-05
0.00039270000000035665,0.0004091000000006062,8.740000000084791e-05
0.00038239999999989394,0.0004055999999996729,9.349999999930247e-05
0.0003891000000000311,0.00040809999999957824,8.090000000038344e-05
0.0003869999999999152,0.0004072000000006071,0.00012670000000003512
0.00037960000000003546,0.00040599999999990644,6.539999999954915e-05
0.00046690000000015885,0.00040740000000027976,0.00011239999999990147
0.0004404999999998438,0.0006224999999995262,6.680000000081066e-05
0.0003756999999997568,0.0004844000000003845,0.00010819999999966967
0.0003931000000001461,0.0004144999999997623,9.830000000032868e-05
0.0004175000000001816,0.00042589999999975703,9.24999999991627e-05
0.0005025000000000723,0.00041440000000037003,6.320000000048509e-05
0.00039469999999974803,0.0006469999999998421,5.3499999999928605e-05
0.0004040999999999073,0.0006181999999999022,9.339999999991022e-05
0.0004140999999999728,0.00041709999999994807,0.00010970000000032343
0.0004001000000002364,0.00041180000000018424,7.830000000019766e-05
0.0003832999999997533,0.00041240000000009047,5.929999999931823e-05
0.00039319999999998245,0.00041099999999971715,0.00010340000000041982
0.0004043000000000241,0.00041050000000009135,6.639999999968893e-05
0.0004267000000002241,0.0004115000000002311,5.560000000048859e-05
0.0004524999999997448,0.00040939999999967114,7.119999999982696e-05
0.0005093000000000458,0.000408000000000186,7.890000000010389e-05
0.00041519999999994894,0.00041099999999971715,8.669999999977307e-05
0.000412800000000324,0.0004078000000005133,6.0699999999691556e-05
0.00040189999999995507,0.0004687999999992698,7.370000000062049e-05
0.00038269999999984705,0.0004199000000006947,9.399999999981645e-05
0.00036559999999985493,0.00040890000000004534,0.00010909999999952902
0.0003878000000003823,0.0006271999999993838,5.650000000034794e-05
0.00036989999999992307,0.0005851000000003381,5.81999999997862e-05
0.00037589999999987356,0.0004948000000002395,0.00021570000000004086
0.0006791000000001546,0.0005299999999994753,0.00010300000000018628
0.000574400000000086,0.0005483000000001681,4.630000000016565e-05
0.00046759999999990143,0.00041000000000046555,0.00018609999999963378
0.0003904999999999603,0.0004066999999992049,6.489999999992335e-05
0.0003820000000001045,0.0004902000000006623,5.180000000049034e-05
0.00038089999999968427,0.0004070000000000462,4.869999999979058e-05
0.00037609999999999033,0.00040369999999967376,4.999999999988347e-05
0.0003684000000001575,0.0004049000000003744,6.000000000039307e-05
0.0003696999999998063,0.0004035000000000011,4.8499999999229715e-05
0.00036590000000025213,0.0004024999999998613,4.780000000081941e-05
0.0005332000000000114,0.0004029999999994871,8.699999999972619e-05
0.0003964999999999108,0.0004020000000002355,4.939999999997724e-05
0.00038250000000017437,0.0004144999999997623,8.739999999995973e-05
0.00039349999999993557,0.0004028000000007026,4.399999999993298e-05
0.00038299999999980017,0.0004706999999992689,4.500000000007276e-05
0.00036410000000008935,0.000620800000000088,4.660000000011877e-05
0.0003864999999998453,0.0005570000000005848,4.340000000002675e-05
0.0003556000000002335,0.00041179999999929606,4.459999999983921e-05
0.00035680000000004597,0.00041260000000065133,4.389999999965255e-05
0.0003530000000000477,0.0004108999999994367,4.5400000000306306e-05
0.00047389999999980503,0.00041020000000013823,4.4800000000400075e-05
0.00037799999999998946,0.00041000000000046555,4.340000000002675e-05
0.00040320000000004796,0.00041149999999934295,4.439999999927835e-05
0.00041290000000016036,0.00041370000000018337,4.5400000000306306e-05
0.0004008999999998153,0.000409600000000232,5.5800000000161276e-05
0.00039290000000002934,0.00040839999999953136,9.790000000009513e-05
0.00039090000000019387,0.0004109000000003249,5.8000000000113516e-05
0.00039109999999986655,0.0004353000000003604,4.399999999993298e-05
0.0003828000000001275,0.00041229999999981004,4.269999999984009e-05
0.0003903999999996799,0.00040939999999967114,4.190000000026117e-05
0.0004940000000002165,0.0004081999999998587,4.4099999999325235e-05
0.00039450000000007535,0.0004129999999999967,4.3699999999979866e-05
0.00041229999999981004,0.00040890000000004534,7.270000000048071e-05
0.0004078000000000692,0.0004107000000006522,4.389999999965255e-05
0.0004851000000001271,0.0004121999999995296,8.910000000028617e-05
0.000529899999999639,0.00041679999999999495,4.3699999999979866e-05
0.0004140999999999728,0.0004141000000004169,4.289999999951277e-05
0.0005275000000000141,0.0006244999999998058,4.220000000021429e-05
0.0004507000000000261,0.0004119999999998569,4.350000000030718e-05
0.00040160000000000196,0.0004153000000002294,4.220000000021429e-05
0.0005643000000001841,0.0004119999999998569,4.1899999999372994e-05
0.0004105999999999277,0.000411200000000278,4.290000000040095e-05
0.0003796999999998718,0.0004086999999994845,4.259999999955966e-05
0.00037620000000027076,0.00040970000000051243,4.2500000000167404e-05
0.00037399999999987443,0.0004113999999999507,4.2999999999793204e-05
0.00038220000000022125,0.00040999999999957737,4.230000000049472e-05
0.0010702000000000211,0.00041069999999976403,5.0199999999556155e-05
0.0003893999999999842,0.0004120000000007451,4.230000000049472e-05
0.00037659999999961613,0.00040989999999929694,4.280000000012052e-05
0.00037700000000029377,0.0004224000000006001,4.269999999984009e-05
0.0003771000000001301,0.0004097999999999047,4.269999999984009e-05
0.0003859999999997754,0.00040809999999957824,4.489999999979233e-05
0.0005047999999998609,0.00041210000000013736,4.360000000058761e-05
0.00040189999999995507,0.0005166000000000892,7.229999999935899e-05
0.0003891000000000311,0.0004125000000003709,4.33000000006345e-05
0.0003889000000003584,0.0004100999999998578,4.389999999965255e-05
0.00038369999999998683,0.0004092999999993907,4.229999999960654e-05
0.0003647999999998319,0.00041320000000055757,4.290000000040095e-05
0.0003462000000000742,0.0004081999999998587,4.2999999999793204e-05
0.0003378000000000547,0.0004208999999999463,4.350000000030718e-05
0.0003363999999996814,0.00041340000000023025,4.239999999988697e-05
0.0003420000000002865,0.0004086000000000922,4.269999999984009e-05
0.0003900999999997268,0.00041129999999967026,4.3599999999699435e-05
0.00044220000000017023,0.0004055999999996729,4.350000000030718e-05
0.00035389999999990707,0.00040610000000018687,4.2600000000447835e-05
0.0003570999999999991,0.0004100999999998578,4.2999999999793204e-05
0.0003540000000001875,0.0004059000000005142,4.319999999946589e-05
0.0003552999999998363,0.0004071999999997189,7.500000000071338e-05
0.00035330000000000084,0.00041020000000013823,5.6299999999787076e-05
0.0003473999999998867,0.0004055999999996729,4.229999999960654e-05
0.00034440000000035553,0.0004115000000002311,4.42999999998861e-05
0.00037669999999989656,0.0004055999999996729,4.2600000000447835e-05
0.0003891000000000311,0.00040759999999995244,4.259999999955966e-05
0.0003935999999997719,0.0004125000000003709,4.280000000012052e-05
0.00038900000000019475,0.0007429999999999382,6.000000000039307e-05
0.0003783999999997789,0.00043650000000017286,5.7799999999552654e-05
