x,y,z
0.11004503071308136,0.5015544209172722,-0.12659953973108612
0.11004503071308136,0.5093493775348439,-0.15069659395296187
0.11004503071308136,0.5112343422307353,-0.1558986235865118
0.11004503071308136,0.5087478191034349,-0.1489925700141957
0.11004503071308136,0.5068725116348077,-0.1435322744337828
0.11004503071308136,0.5061287596104702,-0.1413003889171183
0.11004503071308136,0.5082812319015697,-0.1476554242436395
0.11004503071308136,0.5080452098025123,-0.14697375798350049
0.11004503071308136,0.5098101886767674,-0.15198718561745103
0.11004503071308136,0.5098382766199254,-0.15206544637808236
0.11004503071308136,0.5109601506626666,-0.15515435887397253
0.11004503071308136,0.5077138093026329,-0.14601052044767762
0.11004503071308136,0.5055435693348618,-0.13951600693798671
0.11004503071308136,0.505204565952059,-0.13847047422508033
0.11004503071308136,0.5067829115016494,-0.14326547583414845
0.11004503071308136,0.5071863426963479,-0.1444623677384682
0.11004503071308136,0.5078935262638908,-0.14653377156068353
0.11004503071308136,0.5064360226802382,-0.14222722750342437
0.11004503071308136,0.5058275586592167,-0.14038514261142154
0.11004503071308136,0.5055491330120916,-0.13953309274263542
0.11004503071308136,0.5034736931531374,-0.1329883975192256
0.11004503071308136,0.503440887577528,-0.1328820537948194
0.11004503071308136,0.5048552857205815,-0.1373839040456148
0.11004503071308136,0.5013040758228091,-0.12573965200788384
0.11004503071308136,0.5041485798103436,-0.1351554752064846
0.11004503071308136,0.5032442927073837,-0.13224277029472242
0.11004503071308136,0.5034518215222296,-0.13291750818199485
0.11004503071308136,0.5038737044399424,-0.13427754949184925
0.11004503071308136,0.5055936494165676,-0.13966971609455472
0.11004503071308136,0.5083936471654529,-0.14797884149078022
0.11004503071308136,0.5075229382577967,-0.14545245518311511
0.11004503071308136,0.5070630111761847,-0.1440976627654581
0.11004503071308136,0.5086747306118844,-0.14878401639760674
0.11004503071308136,0.5100966123683663,-0.15278308890758724
0.11004503071308136,0.5104389421671668,-0.15372815032180714
0.11004503071308136,0.5078036595649877,-0.14627238753118857
0.11004503071308136,0.5080171173172354,-0.1468923833835299
0.11004503071308136,0.5087140857391299,-0.1488963552370231
0.11004503071308136,0.510652023761221,-0.15431304701500695
0.11004503071308136,0.5102930696117791,-0.15332626064944965
0.11004503071308136,0.5083205757464344,-0.14776870754125138
0.11004503071308136,0.5082362696693747,-0.1475258427315833
0.11004503071308136,0.5074107039350679,-0.14512317065159644
0.11004503071308136,0.5069733480493902,-0.143831862275058
