0,1,2
2.388205354387588,-1.9482418988441619,-0.014782560200390203
2.390877824388193,-1.9489318659369927,-0.01676083346273491
2.4001813161002765,-1.9520311699872521,-0.006962191113205694
2.382425552775465,-1.9632069218875432,0.07948930188147188
2.3207556883781124,-2.009395842903449,0.15399016000076055
2.3173359536822824,-2.059753283340593,0.21299689490355775
2.506749537868902,-2.1278355783659877,0.3583289969564652
2.720752640894753,-2.1420784595813043,0.3894808443053504
2.7444747511867087,-2.0898469943197497,0.42078638539447866
2.7666305643864835,-2.030412347725922,0.4219317979968558
2.791095971795655,-2.006838554988786,0.3970889753606823
2.7794901003860626,-1.9887820363124378,0.2527778735969973
2.7454502946916604,-2.0092622963482727,0.1471343501028992
2.7021943216523505,-2.1038331147041682,0.09689344906278574
2.609824494912727,-2.251197248914692,0.024734945974263862
2.4893598393194587,-2.3194610480796842,-0.07907326856889399
2.503172453916594,-2.323417882270426,0.055428087459119334
2.609475194404205,-2.2560419365010267,0.22329513382425026
2.724587062722939,-2.0880842805042055,0.26767577543953186
2.8304055003175326,-1.9731643323536665,0.25289431792219647
2.8601464828975818,-1.982407460659901,0.07303099250864273
2.775267957404966,-2.1155365977519893,-0.037967753645241596
2.6888843514611254,-2.303866524205939,-0.016712539953650102
2.5911365624571467,-2.49188469320639,-0.2241154584863832
2.466525227348776,-2.490283115221138,-0.822534369191848
2.4139524297204877,-2.326073231628881,-1.287581814526239
2.4225283921372687,-2.0900218379123423,-1.5759349920768737
2.4188850633153867,-1.9068777875821747,-1.7492929944313467
2.3998357083232724,-1.7897207687901644,-1.7980607958386137
2.375910000687336,-1.6631048322401578,-1.7850824819503992
2.395185307367462,-1.6591770011834006,-1.7457363569609228
2.476207945386877,-1.6533804631143814,-1.7592951881146817
2.5390314912021315,-1.5802555687705855,-1.737109815583812
2.569150842704082,-1.5636538557368047,-1.6818589746871133
2.6134858683874675,-1.6291088268730303,-1.529570420340215
2.6702687484798036,-1.6936618220613813,-1.3476931374123167
2.6907351629545415,-1.7181128082262904,-1.2521000012930237
2.7060099906998434,-1.722596949020738,-1.215060081465367
2.7217922181962644,-1.719135461465548,-1.2096352501599243
2.724063135408015,-1.7243479444584977,-1.2129571336249951
2.7425250518579336,-1.740807019515182,-1.1842576455375449
2.757155377430771,-1.7193431153197782,-1.191347033694464
2.773602252337179,-1.6856121840281117,-1.1984145721409423
2.7897056360365036,-1.672060016389878,-1.2019959437187882
2.7482005752772176,-1.6622833857286419,-1.2506367396232445
2.704128515129729,-1.6192824579475078,-1.3467159961969803
2.696070000751417,-1.5878218364635848,-1.3933905777179416
2.7082790585072574,-1.551430301614197,-1.405974552594941
2.7208428299163367,-1.6189429065090721,-1.3194796654875673
2.72337097510234,-1.7189009742371533,-1.1575972221119475
2.724563316444888,-1.8228162506330803,-0.9887824754156762
2.6859958386916474,-1.8336531434910068,-1.0273580205787867
2.681913279669422,-1.8499633507163866,-1.0546882392375085
2.6887973938251477,-1.9459710794582366,-0.9841176971958414
2.6920631866443836,-2.0218497862694362,-0.8944733863217955
2.726001884192167,-2.0897844823880356,-0.7899897627193518
2.7176052357679694,-2.110976973106393,-0.6976394319923716
2.697634433202642,-2.1391893111264593,-0.681976905103856
2.6850152161249667,-2.143203849041563,-0.6980414381070759
2.6907509823206657,-2.1277885646928625,-0.7276504039662172
2.6751298886257544,-2.1347637666665857,-0.7310159741129526
2.658955003616766,-2.138806223918057,-0.7454051866095386
2.660445917430156,-2.1206951425293594,-0.7768522614109825
2.6544770352739353,-2.1014531255404116,-0.8303257723351265
2.6498470832416205,-2.0938367221623935,-0.8585651789415556
2.6462068451904996,-2.0955933466910053,-0.8593202590693865
2.631375459254583,-2.115920427317829,-0.8590523935803893
2.6227087510458444,-2.1530172904056197,-0.8387149962687608
2.6222250964668894,-2.1831550288793555,-0.8107441922845033
2.618068235727815,-2.2263274799623805,-0.7432498104118513
2.62340753956659,-2.2954748072166513,-0.6541750435073614
2.629397195949207,-2.275750431182829,-0.740948350242003
2.6352242642374475,-2.054298704677496,-1.0371198456613644
2.6136613463105163,-1.7920831235854358,-1.3656339486469802
2.5517204276535974,-1.5971768175250072,-1.6272258513341675
2.510929516218083,-1.5021932106166862,-1.7495321385487812
2.4882348434328674,-1.4006367377672042,-1.7728172251149996
