0,1,2
-11.396723598022515,-4.994779761950712,-0.9599458540847292
-11.398358803355661,-4.971264021480222,-0.9324689616309003
-11.399075609074139,-4.877189547243262,-0.8500287447150771
-11.391486457320218,-4.8469111603256545,-0.9820889966876152
-11.470863912551467,-4.713524653946306,-1.1138870570042276
-11.52387611434231,-4.538550097708003,-1.0171738929593241
-11.33306163878229,-4.6613857953520395,-0.6130053896743348
-11.090895265103264,-4.796673594400771,-0.3006387776063687
-11.008450490263968,-4.985802793627732,-0.17318995839665838
-10.73227104517164,-5.425602555585723,-0.048126802063986174
-9.912626874243667,-6.368953450663287,0.18251244593378863
-8.343878597690248,-7.764787670602583,0.5867845987233349
-6.413265280738267,-8.83047542708125,1.086884918735963
-5.001752501520208,-9.09466156945682,1.3824917608887832
-4.738416900422838,-9.054971517361334,0.9440220871431422
-5.272233238899291,-9.214408542750558,-0.11133483700876583
-5.678787218924539,-9.283898551892822,-1.130419499091902
-5.8071136779142165,-9.34779716622696,-1.7004136091028688
-5.656071338011968,-9.581350059135572,-1.6856223941043962
-5.183185979716364,-9.985605288047669,-1.0691750017008304
-4.8279947193664485,-10.00643833181879,0.10637777032893074
-4.711054769497759,-9.642552745593107,1.1180173611958557
-4.7596975536239565,-9.332904622231059,1.6235579379959515
-4.887792014604856,-9.123429398561056,1.3805639511192618
-5.199070142824051,-8.921841600580867,0.8789610457022903
-5.536918698202143,-8.74648926748405,0.9148139716815274
-5.712677700682501,-8.74837820026841,1.0422107452631384
-5.912280507940434,-8.761900427015386,0.9486615120533579
-6.2054434704425185,-8.804596354782367,0.8239480022738799
-6.389456495975609,-8.971489912136011,0.7115117545044463
-6.099874082453741,-9.328121225059022,-0.05255678359982341
-5.8126867424027395,-9.433059403836882,-0.7912329248503313
-5.451142477447599,-9.697787359417633,-1.2640317662845262
-5.088547750813176,-9.815616787237952,-1.7280208480309325
-4.699757821164879,-9.810670624510923,-2.274736359398443
-4.448985792265103,-9.702361087639549,-2.853123815966478
-4.366123026876524,-9.529088856610038,-3.3972381454902285
-4.348765957018178,-9.274982460628685,-3.965953018088908
-4.376848393507211,-8.939338892741482,-4.497376851588693
-4.414894591033748,-8.486129047027564,-5.002695977914322
-4.463508891497481,-7.828237555221923,-5.55595318289289
-4.480314462050955,-6.994079777337216,-6.0856550542294885
-4.4350625820946386,-6.086601904748539,-6.521050451577125
-4.4274756353147575,-5.207307642249868,-6.830686976518144
-4.566016547941648,-4.412561802887922,-6.973597357283294
-4.7331863855443705,-3.702780069747474,-7.045646581937281
-4.92816167107124,-3.140627994840708,-7.053430043945353
-5.33651361691199,-2.7375991583786425,-6.752771271161257
