x,y,z
0.11004500091075897,0.09399891006187389,-0.10098418254790932
0.11004500091075897,0.09118001882660054,-0.08867314852564787
0.11004500091075897,0.09058535134647411,-0.08595265006054985
0.11004500091075897,0.09137526277394592,-0.08955599406907162
0.11004500091075897,0.09200411798038838,-0.09236680141825696
0.11004500091075897,0.09226471176342649,-0.09351753963390273
0.11004500091075897,0.09152820071862772,-0.09024411754111215
0.11004500091075897,0.09160621283371723,-0.09059398306722495
0.11004500091075897,0.09103239294787241,-0.08800229587120896
0.11004500091075897,0.09102297911172724,-0.08795941804654499
0.11004500091075897,0.09066962682755081,-0.08634119067296347
0.11004500091075897,0.0917180507566136,-0.09109422419789427
0.11004500091075897,0.0924716189985636,-0.09442557816242071
0.11004500091075897,0.09259366193153268,-0.09495889103571699
0.11004500091075897,0.09203420883768954,-0.09250008757733692
0.11004500091075897,0.09189624826470183,-0.09188810554374811
0.11004500091075897,0.09165712871645565,-0.09082191791717904
0.11004500091075897,0.09215714901585204,-0.09304352936047826
0.11004500091075897,0.09237092150346038,-0.0939842687675708
0.11004500091075897,0.09246749718561237,-0.09440753691067447
0.11004500091075897,0.09323638569140585,-0.09774041517180648
0.11004500091075897,0.09324930710061108,-0.09779588017051952
0.11004500091075897,0.09271866742336293,-0.0955034174181088
0.11004500091075897,0.09410234149821622,-0.10141969780929658
0.11004500091075897,0.09297988434193155,-0.0966357204226851
0.11004500091075897,0.09332486551111802,-0.09811986307682491
0.11004500091075897,0.09324499894192023,-0.09777738940094181
0.11004500091075897,0.09308417979741446,-0.09708574449696505
0.11004500091075897,0.09245307869611186,-0.09434441171356345
0.11004500091075897,0.09149128059760664,-0.090078272573327
0.11004500091075897,0.09178316030269945,-0.09138474146418397
0.11004500091075897,0.09193811262112872,-0.09207405408628416
0.11004500091075897,0.09139839692668039,-0.08966027449163633
0.11004500091075897,0.09093852125239615,-0.08757419607815028
0.11004500091075897,0.09083222831526244,-0.0870879965257288
0.11004500091075897,0.09168657794366608,-0.0909536059726537
0.11004500091075897,0.09161599160943845,-0.09063778473514224
0.11004500091075897,0.09138489779152692,-0.08959943359487242
0.11004500091075897,0.09076549004320905,-0.0867819262651301
0.11004500091075897,0.09087875369358506,-0.08730100186333299
0.11004500091075897,0.09151458841568233,-0.09018299120017564
0.11004500091075897,0.0915437721491913,-0.09031401273603153
0.11004500091075897,0.0918207680839403,-0.09155230971473782
0.11004500091075897,0.0919700818392894,-0.09221590938263287
0.11004500091075897,0.09218752082064985,-0.09317750966457353
0.11004500091075897,0.0922891621481185,-0.09362510020420908
0.11004500091075897,0.09360826472287403,-0.09932976164907804
0.11004500091075897,0.0957381997898894,-0.10817588767953958
0.11004500091075897,0.10337895395169822,-0.1369502765168428
0.11004500091075897,0.12458192122959921,-0.19908154526301922
0.11004500091075897,0.13511207651650176,-0.22265543553871459
0.11004500091075897,0.13414393673264396,-0.2206586953905247
0.11004500091075897,0.11014389028026561,-0.15925493241263103
0.11004500091075897,0.1603908985764808,-0.26580275941608084
0.11004500091075897,0.14324620758692397,-0.23821241393876053
0.11004500091075897,0.28000786538398936,-0.4360848539179391
0.11004500091075897,0.17834098702155926,-0.29436334100674205
0.11004500091075897,0.28000786538398936,-0.4360848539179391
0.11004500091075897,0.28000786538398936,-0.4360848539179391
0.11004500091075897,0.28000786538398936,-0.4360848539179391
0.11004500091075897,0.28000786538398936,-0.4360848539179391
0.11004500091075897,0.28000786538398936,-0.4360848539179391
0.11004500091075897,0.28000786538398936,-0.4360848539179391
