kSimilarSearch,poseBlending,EWMA
0.0006659999999998334,0.0004257999999994766,8.030000000047721e-05
0.0004132000000001135,0.00044040000000045154,4.1999999999653426e-05
0.0005741000000001328,0.00040450000000014086,4.500000000007276e-05
0.0004338999999999871,0.00040759999999995244,4.1500000000027626e-05
0.00046159999999995094,0.0005001000000000033,4.410000000021341e-05
0.0004195999999998534,0.0008384000000001279,4.1399999999747195e-05
0.0005206000000002042,0.0005707999999993163,4.130000000035494e-05
0.000409099999999718,0.00041240000000009047,4.4699999999231466e-05
0.0005228000000001565,0.0004164000000006496,4.140000000063537e-05
0.0004768999999997803,0.0004092999999993907,4.0900000000121395e-05
0.0004990000000000272,0.0004093000000002789,4.329999999974632e-05
0.0005250999999999451,0.0005521000000001663,4.1399999999747195e-05
0.0004259000000002011,0.0004086999999994845,4.850000000011789e-05
0.0004388999999997978,0.0004175000000001816,4.1500000000027626e-05
0.00040790000000034965,0.0004110999999999976,4.120000000007451e-05
0.0009560999999997932,0.0004113999999999507,4.239999999988697e-05
0.00230510000000006,0.0004274000000004108,4.070000000044871e-05
0.0013407999999999198,0.00041229999999981004,4.1399999999747195e-05
0.0008536000000001209,0.0004166999999997145,4.42999999998861e-05
0.000945100000000032,0.0004067000000000931,4.1500000000027626e-05
0.0007242000000000637,0.00041359999999990293,4.220000000021429e-05
0.0007558999999996985,0.00041210000000013736,8.300000000005525e-05
0.0006547000000001191,0.00040840000000041954,4.120000000007451e-05
0.0004919000000001006,0.00041080000000004446,4.269999999984009e-05
0.0004797999999999192,0.00041069999999976403,4.1399999999747195e-05
0.00045800000000006946,0.0004119999999998569,4.1500000000027626e-05
0.00046819999999980766,0.0004131999999996694,4.060000000016828e-05
0.0004836000000003615,0.0004106000000003718,4.1399999999747195e-05
0.00045789999999978903,0.0004097999999999047,4.130000000035494e-05
0.0004487000000001906,0.00041549999999990206,4.129999999946676e-05
0.0004138000000000197,0.00041160000000051156,4.0900000000121395e-05
0.00042049999999971277,0.00041080000000004446,4.2600000000447835e-05
0.0004275000000002471,0.00041489999999999583,4.169999999970031e-05
0.00044539999999981816,0.0004086000000000922,4.280000000012052e-05
0.00044770000000005084,0.00041729999999962075,4.060000000016828e-05
0.0004612999999999978,0.0004071999999997189,4.159999999941988e-05
0.0004639000000001836,0.00041240000000009047,4.209999999993386e-05
0.00046509999999999607,0.0004300999999999888,4.2700000000728267e-05
0.00046899999999983066,0.0004122000000004178,4.5199999999745444e-05
0.0004895999999998679,0.0004192999999999003,7.860000000015077e-05
0.00045669999999997657,0.0004124999999994827,8.169999999996236e-05
0.0008579000000001891,0.00040790000000079374,4.179999999998074e-05
0.002320300000000053,0.0004952999999998653,4.0799999999840963e-05
0.0010681999999997416,0.0005955999999995853,4.130000000035494e-05
0.001245600000000291,0.001069900000000068,4.109999999979408e-05
0.0013462999999998004,0.0004919000000001006,4.1399999999747195e-05
0.0007215000000000416,0.0010370000000001767,4.120000000007451e-05
0.0005400999999998213,0.0006043000000000021,4.0799999999840963e-05
0.0005106999999999751,0.0003994000000000497,4.049999999988785e-05
0.0004916000000001475,0.00042639999999938283,4.8600000000398325e-05
