kSimilarSearch,poseBlending,EWMA
0.0005058000000000007,0.0004191000000002276,4.729999999941725e-05
0.0005003999999999564,0.0004255999999998039,4.510000000035319e-05
0.00048210000000015185,0.0006710000000000882,4.7399999999697684e-05
0.0004859000000001501,0.0005223999999999229,4.880000000007101e-05
0.00046629999999980853,0.0004495000000002136,4.779999999993123e-05
0.0004871999999997989,0.0004228999999997818,4.4200000000493844e-05
0.0004709000000002739,0.00042439999999999145,4.399999999993298e-05
0.0004790999999997325,0.00041940000000018074,4.8599999999510146e-05
0.0004692000000003915,0.0004159000000001356,4.5400000000306306e-05
0.00044699999999986417,0.0004231999999997349,4.440000000016653e-05
0.011256899999999792,0.00041730000000006484,5.1400000000256796e-05
0.0006330000000001057,0.0004167000000001586,4.4099999999325235e-05
0.0005408999999998443,0.0004212999999997358,4.7200000000025e-05
0.0004943000000001696,0.00041740000000034527,4.360000000058761e-05
0.00047810000000003683,0.00042520000000001446,4.389999999965255e-05
0.00048810000000010234,0.0004338999999999871,4.7999999999603915e-05
0.0004895000000000316,0.0004179999999998074,4.510000000035319e-05
0.0004895999999998679,0.00042540000000013123,4.67000000003992e-05
0.0004978000000002147,0.00041789999999997107,4.449999999955878e-05
0.00047599999999992093,0.0004737999999999687,4.610000000049297e-05
0.0004480999999998403,0.0004371000000000791,4.759999999937037e-05
0.00044170000000010035,0.0004187999999998304,4.510000000035319e-05
0.0004315999999997544,0.00042050000000015686,4.38000000002603e-05
0.00042260000000027276,0.0004195000000000171,5.169999999932173e-05
0.0005068999999999768,0.00041789999999997107,4.440000000016653e-05
0.0005039000000000016,0.00042069999999982954,9.39000000004242e-05
0.0009726999999997155,0.00042080000000011,4.439999999927835e-05
0.0005046000000001882,0.0004197999999999702,4.9200000000304556e-05
0.00044559999999993494,0.0004195999999998534,4.790000000021166e-05
0.00042600000000003746,0.00041840000000004096,4.449999999955878e-05
0.0038304000000000116,0.00042100000000022675,4.38000000002603e-05
0.004697199999999846,0.0004184999999998773,4.559999999997899e-05
0.0005076999999999998,0.0004176999999998543,4.450000000044696e-05
0.0005010000000003068,0.00042020000000020374,4.4199999999605666e-05
0.000500299999999676,0.0004186999999999941,4.389999999965255e-05
0.0004910000000002412,0.00042049999999971277,4.5400000000306306e-05
0.0005185999999999247,0.00042490000000006134,4.42999999998861e-05
0.0004686000000000412,0.0004230000000000622,4.33000000006345e-05
0.0005161000000000193,0.00042340000000029576,4.459999999983921e-05
0.00048100000000017573,0.000617899999999949,4.4199999999605666e-05
0.0005900999999997047,0.000770699999999902,4.329999999974632e-05
0.0006419000000001951,0.0004452000000001455,4.4200000000493844e-05
0.0004982000000000042,0.00041969999999968977,4.350000000030718e-05
0.0007220000000001114,0.00042130000000017986,4.379999999937212e-05
0.0005515999999996524,0.0004355999999998694,4.42999999998861e-05
0.0004967000000002386,0.0004694000000000642,4.38000000002603e-05
0.00043429999999977653,0.0004160999999998083,4.7399999999697684e-05
0.0004284999999999428,0.0004133000000003939,4.390000000054073e-05
0.00046690000000015885,0.0004145999999995986,4.3599999999699435e-05
0.0004778000000000837,0.00042810000000015336,4.6900000000071884e-05
0.0004325999999998942,0.0004143000000000896,4.489999999979233e-05
0.0004238000000000852,0.0004155999999997384,4.730000000030543e-05
0.0004203000000000401,0.00042810000000015336,4.619999999988522e-05
